ID,review
429492323-s2045838409,"['i loved the phone, its orignal n sealed brand new phone. Thank you seller.', '#11.11 excellent quality', 'mujhe mbl receive howa hai good 👍 in time and same Samsung product Jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn Melissa hai']"
424399248-s2010703888,"[""mobile was box packed and looks very good.. let's see it's durability"", 'Mashallah Buht hi Achi parking he or delivery bhi fast hoi or seller ka response bhi buht acha Raha thank you.🌹', 'totally satisfied with the service']"
438403361-s2122417884,[]
431415621-s2075020731,"['Best mobile in this price I recommend others to buy this specially from this seller Seller is very good responsive #ReviewWorldCup', 'ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر شکریہ', 'Boht acha tajurba,raha, very kind perdon seller,,her bat ka boht achy sy reply kia,,mjhy ordrr jaldi chahye tha within 2 days mien order milgya,,box pack packing,,delivery bhi fast hui, ,Allah is seller k karobar mien taraqi dy']"
428414881-s2046367833,"['perfectly packed and quickly deliver good device same as shown', 'highly recommended buht Acha mobile hay delivery b on time hay']"
428986336-s2045897546,['waqt se pehly Dilevry hogai. mob b new he. jazakallah dear']
429329343-s2045915202,"['Deliver in 3 days No warrenty card No handfrees in box Only charger and low quality backcover in box Light weight Pakistan make set sparx Not Techno Spark Neo X But har cheez kam kar rahi hai design Acha hai Color Jo mangwaya wohi aya', 'Bht acha mobile he .Thank you.EXCELLENT Service.Delivered on time.', 'so reasonable so beautiful just like a woo ❤️😊😂 thanks daraz and thnks seller 👍']"
438776261-s2124156020,[]
432785193-s2114126786,"['mobile bahot acha hai. 8 gb ram h aor rom 128 gb hain. software normal lag ra h. camera theek h. overall ais price m zabardast chiz h. saller bahot acha bnda h. main nay usy msg kr kr bht tang kya 😂 lkn saller nay mjhy hr bar reply di. thank you Daraz and thank you saller', 'It is the best product and the original as I have advertised, I have got no two opinions, you also order you will like daraz and service is also good and the thing is also cute and has come with absolutely good Awesome products and original Spark phone with box and charger and warranty crad thank you daraz', 'slam or thanks daraz bhot hi service ha 1din phly hi parsl rcve ho gay ha save packing Kay shat bhot hi ache device ha 2din use kry KY bad bhe koi isu ni Aya again thanks daraz']"
428260994-s2049065109,"['Meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and One year warranty m', 'thnx sir muja umeed nahe ti muja atna Acha or bahtreen mobile mali g thnx team & thnx draz😘😘😘😘', 'The phone is a star and the seller is a gem. I am always an Infinix phone lover but this one is the best of all. Phones speaker sound quality is pretty good with JBL and HiRes sound. All round fast charging works with any PD 3 charger, irrespective of brand and cable. screen brightness is excellent even if not AMOLED. The golden leather back add premium and flagship look to the phone. Thanks to the seller for answering the queries promptly and sending the pin packed, unactivated phone']"
436693448-s2098342045,['Very Nice Mobile Thanks']
438268078-s2122207738,[]
432482913-s2064737683,"['It was just awesome thanks daraz thank you so much Seller Same colour and outstanding service quick delivery...', 'Grey order kya thw or blue receive hua, Bx yehi waja h jw daraz pr trust ni hota', 'Excellent experience. Received next day. Thank you so much daraz team.']"
423480189-s2005139183,"['Tecno spark 10C genuine mobile condition ok new piece i liked it very much', 'Received on time the seller was very cooperative. originally requested green colour but due to unavailability from company, had to settle for blue.', 'Great customer support, prompt response to queries and smoothly proccessing orders. timely delivered. greatly appreciated, and highly recommended']"
429065827-s2046368581,[]
437917538-s2118964902,[]
434688222-s2089434696,"['MashAllah this seller Rocks once again. shayed kuch pakistanio k isi imaandari k badolat hamara mulk abhi tak salamat hai. Allah apke karobar main bht barkat dey. Excellant product. market main is rate main box pack available nhi. pehlay bhi maine inse Itel ka mobile lia tha wo bhi bht acha tha. Thanks alot seller and specially for Daraz to provide such reliable platform for us. jazak Allah.', 'superb, Amazing, superb and fabulous bht hi acha hai product achi quality hai bht happy hu KY Mobile acha mill gya 👏👌🫶👍 inshallah next phr yaha sy hi buy karo gi Mobile 💯 recommend Kartii hu', 'Its not a good phone at all, Purana Software hy Q Mobile jesa chalta bi thk say nahi hy battery bi jaldi low krta hy, Sastay kay chakr ma apna time aur paisa waste na karen. .']"
438402434-s2122420391,[]
433100478-s2101350773,"['phone is so fine , no any scratches. phone accessories bhi complete thi, also service is soo perfect.', 'delivered same as shown.', 'nice mobile thanks saler']"
431406016-s2057010875,"['honest seller fast shipping phone is very good camera results also nice all over good phone and I ordered again', 'Seller is very Good person.It delivered in just 22hours and Phone is very good 👍 Same as shown and Very Affordable phone .Very Recommended', 'Got the parcel in 2 days. Seller was way too helpful. Product is genuine, PTA approved. 12 months warranty from Advance Telecom. A nice handful and cost effective mobile phone. Highly recommend.']"
351028152-s1782370904,"['I bought it in January & this is good experience with daraz.', 'excellent- just as ordered. quick delivery.', 'Data cable received with mobile pack not working']"
427878874-s2034508752,"['Bhai kaa Boht Boht shukrya Jo chees he wahi aai he or pta bhi apni cnic pe kerwa ke di he koi tention nahi he jis Bhai ko Lena he wo tention nahi le but delivery Boht late thi 10 ya 12 din lage Baki sabh ok he Thanks sir', 'Fast Delivery. Seller also included Fast Charger, Handfree, Back Cover and Screen Protector. Seller also paid PTA tax within 30 minutes, it is now Officially PTA approved. Definitely recommend JAPAN MOBILE CENTER.', 'Mobile is same as given and PTA approved, All of good things this device cant be upgraded to Android OS 13, currently it is using OS 11 of Softbank']"
425749788-s2018940688,"['I purchased mobiles before from this seller. Best seller on daraz and trustworthy. I got the order the very next day. The original genuine pin packed mobile received, unboxed the mobile by myself. Again got satisfied with their service and package.', 'Received very fast. in very good packing. satisfied and recomended', 'Thanks 😊 Excellent Presentation 👏']"
434620695-s2084510864,[]
433245694-s2076772714,"[""Received in good condition but there are alarming things: 1. Warranty was already started 20 days ago 2. Charging is pathetic, it stops charging after 5-10% then you need to replug the charger 3. seller doesn't reply 😒 #11.11"", 'Good 👍👍👍 very nice 🙂🙂', 'Received in time. Colour and variant were same as ordered. Recommended Seller.']"
428779197-s2045906124,"['Thanks Daraz and seller, excellent service same as shown in picture and producg receive in 3 days', 'buht pyari device h original PTA approved h thanks daraz and seller. ❤️❤️', 'original product hy A1 quality ky sath...munsab price ma... thanks']"
432744611-s2068302399,"['pehli br draz sy itni mehnghi cheez li ha. i was so scared. wo b advance payment py. ak tu is me headfone include nhi. wo msla company ka ha. dusra black color order kia ta. seller ny bina pochy yh bej dia. itna issue ni h at least ak br pochna chye na? i pay 41000 for it k market sy b zada h. wo b adjustable h. phone mujy bht psnd aya isk features. clr ghlt bejny ki wja giving 4 star.', 'Perfect Mobile reasonable price , Delivery with in 2days Seller was good Thankyou so much', '- Very good quality built - Good performance - Safely delivered - Good seller service']"
413772192-s1972275037,"['Its other wise is good but battery runs so fast and also runs a bit slow other wise its all good', 'MaashaAllah acha phone hai, battery bhi pura din chalti hai, thanks seller', 'acha product Baja hai acha seller ha']"
436690801-s2098339587,[]
426364045-s2024317570,"[""well packed, buht hi acha original mobile,, very fast delivery within just 2 days. good seller, I'm very happy and satisfied, thanks"", 'mobile is 100% genuine....😍 sealed pack.... seller is so much co operative... 🥰 price is very low than other sellers or market....👍 recommended to all....👍👍 thanks 💚', 'great product seller is very coprative original product seller send az a gift 🎁 mobile with his pouch once again thanks seller and thanks Daraz ❤️']"
429046135-s2098320869,"['yeh repack hain mainay packing nahi open ki or mainay black color bola tha sunset gold aya hain JB Kay seller say bat bhi hogai thi AJ Saturday received hoa or Saturday ko hi mainay return kardia hain or is main seller ki chat bhi shamil hain picture main', ""Everyone knows how is the phone so I won't say anything about the device but rather I would like to express my disappointment with the delay in delivery from the seller. Further the device cost you thousands & you can see the quantity of bubble wrap they did on the box what if it could have had been damaged? It must be packed properly & securely"", 'best mobile ever, thanks Daraz and thanks seller recimmended this seller ❤️']"
437130262-s2102452715,[]
433716549-s2081356367,"['Very nice 👍 mobile', '😅thri preshni thi mehngi chez phli dfa daraz sy buy krty hue k pta k orignle hgi k ni but dekh k sary doubt clear ho gye daraz ki dlivry srwis bht slow hti ja re bki fon A1h 😍', 'i order this phone reach me timely quickly delivered me cellphone is good but battery timing is not good']"
396504249-s1921861685,"['#11.11 i am very existed and happy, unbelievable delivery time👏, while a quality same as shown on daraz app store. I will highly recommended the seller. thank you 😊 for supplier’s and daraz.']"
435993109-s2094160422,[]
432049716-s2080852409,"['Nice one receive same as pic and good packing nice seller service and PTA approve device very nice..❤❤❤', 'very nice good 👍👍👍', 'Very Nice and cooperative Seller. My Parcel received in 24 hours. Delivery Service is very Good. Overall Mobile packing is very Good.']"
436693426-s2098327886,[]
421271122-s1988956005,"['Deliver on time good product 👍', 'Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market.', 'original product delivered .... reliable seller ....... timely delivered ....!']"
433242717-s2085762036,"['Had a very good experience. The seller is very cooperative, and the product is delivered as I expected. Thanks, Daraz, and the seller👍', 'Seller nay bohat Acha Product bhaija. Bilkul 10/10 hay Very Happy Thanksgiving', '1st time purchased mobile online but it was excellent experience as seller is very cooperative. phone i received was in excellent condition as seller told me earlier after receiving phone he kept on taking feedback and confirmation about device untill i was satisfied. thank you so much brother keep up the good work.']"
437366258-s2103354653,[]
425133239-s2013216692,[]
424261990-s2010226269,"['Satisfied with seller, original product received with perfect safe packaging. Reviewing after using days. Very Happy with purchase, thank you daraz & seller.', 'Box pack ha acha ha lekin jo color order kiya thaa who nhi 😀']"
423152535-s2045830936,"['mashallah bohat pyara mobile phone hai charj 5.0 zabadat hai', 'very amazing product 👏😄', '']"
427598680-s2031585109,"['very nice PTA prove nice bht bht Khushi hoi mobile dykh kr thanks draz', 'We get it fast delivery and good item with warranty', 'GOOD DILIVERY TIME WAS LONG BUT ALTHOUGH GREAT']"
428559876-s2046485138,"['I received my product before Delievery date Thr phone was box packed I recommend this seller for Phone Buying I am truly satisfied with the seller', 'excellent service, very cooperative seller, very fast delivery', ""Alhamdolillah, got my package delivered super fast within 12hrs 50 mins to be exact, even before the initial expected arrival date. Seller was super cooperative, humble and replied instantly in chat. The parcel itself was packed firmly, carefully and securely. The phone was PTA approved. The official warranty started on the date of purchase. I'm more than satisfied with my experience. Highly recommended! Thank you very much Daraz and Seller! Jazakallah!""]"
428142842-s2035251797,[]
433724453-s2082028274,[]
375939955-s1861306345,"['Nice same as description no fault but invoice bill or warranty card is not included how I claim my mobile and resealed box', 'Alhamdulillah overall mobile is good as shown pin pack and given what they showed...just a little confusion about the warranty of the phone as I know that now E-warranty is there but how I check the warranty of my phone as there is only a book on which warranty card is written should I check it on Xiaomi official E warranty website?? And one thing more for seller there is no PTA approval sticker mention on box nor there is any thing regarding PTA approval in the box but I checked for my confirmation it is approved but you have to mention this on the box also.... now E-warranty is expired or may this phone is a without warranty phone so why you wrote that 1 year brand warranty????', 'Received brand new phone. same as shown in pictures']"
431845350-s2089411937,[]
437999140-s2118144525,[]
432048376-s2094321959,['genuine product with huge discount at Daraz 11.11 offer']
432435212-s2064546802,"['best mobile in this range', ""Mobile was repacked. Order black mobile and got blue. That's not good."", 'Lajawab seller, bakamal daraz']"
432856844-s2101369194,[]
430328036-s2060801927,"['mobile bilkol original hae or bhot achi packing Kar k vendor nae Bheja or Kafi fast delivery thi 2 days Mae mare pass pohanch gaya thanks to daraz team and vendor and Lapboard company.', 'Seller is very cooperative. Had a very good experience buying this cellphone. Original product and professionalism from seller is more than good.', 'everything is fine']"
435885228-s2091477806,[]
438003464-s2119006694,"['Item as per description, well packed and timely delivered.']"
427534229-s2122051079,[]
430742292-s2054564300,"['seller is very cooperative and well manner. I will recommend. I have received techno spark 10 pro same as I ordered. I will give him five star because I requested him to deliver the mobile as soon as possible and he did the same I have received my parcel in 2 days only . I loved to buy again from him. thanks', 'Today I received my ordar 1st ko ordar kiya tha. 3 days mai recive hogya jaisa dekha tha waisa ge aya color ja issue tha tu seller nai contact kiya I appreciated hus effort set sach m bht acha hy', 'Masha allah bht acha mobile Hy. delivery bht jaldi hogai Hy. .... thank you so much']"
434165099-s2094165661,[]
431941132-s2060289933,"['EXCELLENT PACKING 👌& MOBILE ORIGINAL AS PER SELLER DESCRIBED. HIGHLY RECOMMENDED 👍. MOBILE IS SO CUTE & SLIM LIGHT WEIGHT. MOBILE WORKING GREAT & CHARGING FASTLY. MOBILE WITH ANDRIOD 13 VERSION & MOBILE SPEED FOR REGULAR USAGE BEST. HONEST & BEST SELLER WITH HUGE DISCOUNTS. ALL ACCESSORIES INCLUDED. DARAZ BEST.', 'Good Mobile Genuine, Trusted Seller.. Thank You So Much.........', 'Same received as shown. Thanks a lot of seller and daraz also. 👍❤️👍']"
377693523-s1887139252,"['received well packed in perfect condition, overall very happy with my purchase and will be buying again', 'The mobile blacked out after 4 days. It is a fake product. The seller is not solving the problem. Don’t buy this is a big scam. The seller is very dishonest. It is Draz mall approved product and even the Mart is not copererating and taking any responsibility', 'unbelievable smart phone I am very happy']"
437888231-s2113531369,['good same as shown in pictures']
427233504-s2030846651,"['Aoa Jaisa bola waisa he mobile mila bohat khushi howi seller bi bohat cooperative ha jo color kaha wohi bheja thx seller market rate se kam pr mila zbrdst shabash', 'Highly recommended beautiful Mobile thank you seller 😍', 'Color was different than I order. I ordered purple but got black. The box of phone was already opened. Bad experience.']"
398311476-s2001134518,"['thanks to daraz and seller 10 star', 'daraz ka shehzada seller', '']"
435249898-s2089370858,[]
432721997-s2068160934,"['I RECEIVED MY MOBILE TODAY GREAT BUBBLE SHEET PACKED BOX SELLER IS ALSO NICE PERSON I APPRECIATE THERE SERVICES AND REFERS TO YOU THANKS ALOT', 'MASHALLAH zabardast so good person very co operative dealer mein aap ko zaror recommend karonga ke aap kharedo', 'best Saller Plz bought from this site Mobile is best and he gives me good deal']"
427479408-s2032892687,"['The phone is very nice although the delivery was a little slow. The price was higher than the market even after discounts which is very disappointing.', ""the product is same as shown price was higher than market price but it's good and same as shown recommend 👍❤😊"", 'Very happy with the product. The seller was very cooperative.']"
428486750-s2045900698,['good']
396467493-s1921803740,[]
421094416-s1988401363,"['Received original product. Delivery time was also good. overall good experience', 'Perfect and genuine!', 'Thank u draz 🥺']"
434321554-s2085759583,"['mobile ki condition 9/10 he . official PTA approved he camera bahoot Acha he. seller ne ache SE guide Kiya.', 'Mobile received today in 10/10 condition, physical & esim both are official PTA approved, one of my mobile technician friend told that mobile is in genuine condition. Totally scratch free. Seller is also very cooperative person. Thanx seller for providing such a perfect fone. ❤️❤️❤️']"
396099369-s1921283880,"['Clean & Neat mobile, working well. An honest seller.']"
434062784-s2082218778,"['Excellent mobile in this price category reviewing after one week use.', 'مناسب قیمت میں شاندار موبائل. Specifications are as shown. RAM: 16, ROM:256. I strongly recommend this product. 🥰', 'Good mobile in given price camera is not that crisp as I expected. Rest very good phone']"
424775876-s2012509103,"['A very good phone with all quality features at a reasonable price. With 50 megapixels AI camera and internal memory of 128gb you can get 4 +4 gb Ram.. The packing was fine the delivery is fast with quality service. Recommend this product and Thankyou DARAZ for provision of quality items fastly.', 'Good product in the price range', '']"
432451761-s2064642431,"[""I'm extremely satisfied with the mobile I ordered. The product is in great condition as shown on add, the service was excellent, and the delivery was incredibly fast, just two days after ordering. Thank you Daraz and Seller👍"", 'great seller.. fastest delivery...10/10 points for seller...Jo purchase kiya whi Aya...seller👍', 'Pathetic supplier. Wrong color dispatch and Daraz people also not check product before pack in flyer very disappointed .']"
428410536-s2037419674,"['Nice product. Supplier is supportive. But not satidfied with the delivery which was very late', ""Box quality and phone quality was 5/5 and seller is very nice delivery was before the given date 22 Nov and I received it today 19 Nov thanks daraz and this seller until now I didn't find any issue on this phone I will keep u guys updated I hope i find no I issue good luck to the seller 🫰may Allah give u success🏆💪 and this phone has bypass and reverse charging option also ❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥"", 'We are satisfied this product and fast dekiwary']"
434191686-s2083035287,"[""Overall satisfied with the product and timely delivery. However there is one grievance with the buyer i.e. I was communicated that blue color is out of stock therefore I went for black. However, blue was still shown available on the product page. Won't deduct any points for that though overall experience was good!""]"
406761791-s1954716410,"['Recieved in good condition Phone is good, but not for children, bcoz there are many unwanted apps and advertisements open by self, so please Realme keep some changes,', 'bohat zabardast phone hai, achi packing thi, safely ship hova. phone genuine hai aur pin pack bhi. Jazakallah', 'Alhamdulillah got my phone safe and secure. Work perfectly 👍']"
426880911-s2026142705,['i received my parsel and i am much more satified with seller and daraz products 🥰']
289153541-s1554712454,"['just wasted money. non pta hy. No Pta jhoot bol k baich rahay hain 2 months baad phone sim nahi chala raha jab helpline say rabta kia to accha risponse nahi aaya bohat mushkil say baat kartay hain jaisay ham py koi ahsaan kar rhay hon. apnay paisay zaya mat karein', 'good product and timely delavery', 'on he ne hota kbi on kbi off bs yhn tk ata phir off ho jata ek da gatiya mobile h pesy waste']"
435505842-s2089923673,[]
316632320-s1677105406,['honest seller in time deliever sf nd excellent packing .. review late dy rhy hyn batry timing check kr rhy thy sb kuk excellent r suprrb highly recomended. five stars to the seller and draz 💝💝']
435515012-s2089886891,[]
438229066-s2122044504,[]
425938597-s2030859267,"[""the phone is good and have long lasting battery but the only one thing that i noticed that it bit lag sometimes i noticed that thing 3 times in my first day but. now it doesn't lag now and working fine"", 'sir gee Sahi say kaam nhi karta ye mobile ab me kia karo kuch batawo sir kia is chang ya wapaas kar sakty hu pliz sir']"
432977673-s2081459303,[]
438003399-s2118199875,[]
427751922-s2032795809,[]
426432012-s2023941063,"['Delivered within 5 days. Never expected the condition would be good. I would give 9/10 about its condition. Seller is reliable. This device is best as compare to Infinix or tenco devices within this price range.', 'Device is in good condition,10/10, with 20watt fast charger 1.5 hour takes to full battery, battery health is 88%. Seller is very cooperative. Recommended.', 'Picture is Lia no lga rha k dusra koi mobile ni h click KRNY k Lia .Seller is very good . Mobile bht acha h aur official pta approved ha jazakaAllah . Now you are in my favorites.']"
437967154-s2116188253,[]
428408681-s2037400447,"['Great product', ""Great product and arrived as mentioned. Didn't find a charging brick in the box but understand it would be probably Samsung not the seller"", 'Mobil bot Acha hai sab ko bot pasand aya']"
438064767-s2118875981,[]
433867236-s2081681216,"['دراز زبردست ڈسکاؤنٹ ہے موبائل دے رہا ہے وہی موبائل بھیجی جس کا آرڈر دیا', 'I order white color but seller sent me black color, I told him white color I want otherwise cancel my order..']"
431144856-s2056440130,['']
424968322-s2012724492,"['Both Acha phone hai tanks seller thanks daraz colour b outstanding hai use main behtreen use k bàad view dy rahe thanks again', 'very positive approach and was as I ordered and mobile is working good. very happy to have that thans to retailer and also to daraz. as per my expectations fingerprints senser and fast charging not available. my suggestion is to please write all specifications on ad. Dex tracking number is not working on website but phone was delivered on very 1st of expected dates between 18 July to 21 July and received on 18th of July. was surprised and happy. good response front retailer on every chat but very poor or no response from daraz chat. due to daraz no response and tracking ID status not available on website, I was afraid and confused and wanted to cancel my order if not reached on 18th of July but was surprised to have that. please improve response to have good customer experience. Thank you', ""It's really good 👍 Original Samsung product with best hardware and software nice screen panel and camera also According to price it is the best mobile from a brand In one sentence It is value for money device""]"
439123334-s2126032795,[]
429674904-s2045924192,"['received a product with good packing.. seller response was good and friendly.. I also appreciate daraz for such a nice policy of installments.. keep up the good work', ""product was good but you need to work on communication other wise it's fine"", 'I am satisfied customer']"
433969037-s2095364064,"['Genuine & Authentic product. Seller is highly recommended & professional who responds to all my queries on time.', 'Orginal Mobile recommended to all', 'Ma Sha Allah New. aur Original Mobile']"
377709677-s1863875966,"['Bht acha mobile h😍hm bht khush hain itna acha r discount py mobile khareda hmny ❤️thank you so much daraz and seller 💕😍seller is really very cooperative 😍Allah apko khush rkhy amen. ❤️Jo Jo chez mentioned h description mein. Wo sb delivered hoi h😍💙', 'excellent mobile with brand name on this price with 2 years security warranty. 👍', 'Best mobile in this price. Big screen he. Nicely raped by seller. Recommended for midrange persons.']"
433945977-s2081900483,"['great quality, genuine stuff.', 'Excellent 👌👍']"
438890348-s2124708488,[]
398449277-s1927450413,"['good experience as usual I received original product with brand warranty card packed and intact box 😘', ""The mobile phone was in best condition as it was delivered. I'm satisfied by this service and its highly recommended. My phone is working in best condition 💯✨️"", 'Thanks 👍 to seller and Thanks to rider very fast delivery 🚚 Thank you so much ♥️ i also uploaded unboxing video on YouTube Thank you Daraz']"
422811941-s2001689868,"['Mobile received in good packing and is working excellent. I am very happy and gives 5 stars', ""Received my product 4 days ago Same as shown in picture, no damage, and phone is working fine This phone is best at this price and according to the company I'll recommend this phone"", 'Original Mobile hai Honest seller I give 5 Star to seller But leopard courier service is third class courier service their behaviour is very rude']"
437317391-s2103158945,[]
436457774-s2095531396,[]
207690005-s1412642190,"['Same item delivered. Fresh piece but the issue is with its LCD panel. It seems that panel is re-paste. As from one corner the LCD is little bit high then center. Pictures attached for reference. Thanx to DARAZ for refund.', 'Jasi Manay pic send ki Mobile bi bilkul iasa hi tha.. battery timing bi best ha Price bi best haa... Mobile ka technical part mari 2nd pic jasa tha... Bohat kamal ka lakin out of course hehe.. Friends ajj kaal 11000 ka ata hi kia ha..Friends remember this that everything is not perfect for you... Baki App mobile buy qarqay iak Baar khud try qarlaay.. Thanks Dear... agar ksi ko kush pushna hoo iss mobile kaay baray maay mazeed to vo muj saay iss email par rabta qar sakta ha...... {[... raidpromocodes...agay gmail and com likh laay]}Note: My review is only for active and master mind people....', 'sir tcs ofice chaking number mang rhy hen']"
433404617-s2080673826,[]
355314416-s1790261213,"['Acha hai original hai, well packed. In the box: Mobile Cable only , no adapter Aur bs…', 'Brand new with seal packed phone received. Recommended seller.', 'Good product']"
432048417-s2094334659,"['Satisfied!!! Original product & arrived on time.', 'everything is perfect full packet set and have a warranty as well']"
432435083-s2081245640,"['excellent product. recieved within a week.. thank you Daraz and Seller', 'Delivery in 2 days & remarks 10/10', 'I greet such honest trader because of delivery at time and geniune product.Infinite thanks.May Allah you live long and progress by leaps and bounds.']"
434797635-s2087484552,"['I would like to appreciate Daraz and the seller for their excellent services and communication, the mobile phone received well before the anticipated time, the packaging and delivery service was excellent and genuine product. Thank you seller and Daraz. I definitely recommend seller as trust worthy and prompt']"
426266723-s2023635270,[]
421162647-s1988554083,['Fast and furious type delivery service. I received original product. highly recommended to this saler.']
422415065-s1998747923,"['The product received well packed and within timeline. Comes with e-warranty so nothing to worry about. Nice n cooperative seller.', 'Excellent mobile. camera is average.', 'repack hai without stamp']"
433096778-s2101355620,"['very good👍 phone📱', 'Amazing Thank You']"
434359810-s2083039016,[]
409195827-s1985231859,['I have received the same mobile as ordered. Ye au Japanese model hai. Bilkul perfect 10/10 condition hai. Har cheez working me hai. Filhaal sim bhi chl rahi hai. Trusted seller hai. Highly recommend.']
429300546-s2089900980,['Delived time good .But I purchase light blue . received only blue']
433110695-s2073416622,"['Excellent Service. Disappointed to get the different color, ordered Black but got blue. The order got confirmed from Daraz and the seller. The seller confirmed the color before sending. Could not cancel due to Voucher and Sale. It was a gift to Father and he liked it, so no complaining to the seller. The delivery was a little late but thanks to Daraz got the parcel on time. Thanks to the seller and #11.11 Sale on Daraz.']"
432631089-s2065395997,[]
430741674-s2054568767,"['today i received Tecno spark 10 pro what a amazing cell phone and selfie expert', '😊😊😊😊 thank you so much❤❤❤']"
428906412-s2045841922,"['Quality is Good 👍 I like the product Receive On time Receive Before Delivery time', 'excellent💯👍 results']"
